編號,義項,語句編號,語句,語句TL,語句POJ,音檔,語句翻譯,語句翻譯POJ
5792,8086,1,兄哥,hiann-ko,hiaⁿ-ko,5792-1-1.mp3,哥哥,
5792,8087,1,阿福哥,A-hok ko,A-hok ko,5792-2-1.mp3,阿福哥,
5793,8088,1,這个囡仔都誠乖哩！,Tsit ê gín-á to tsiânn kuai--lih!,Chit ê gín-á to chiâⁿ koai--lih!,5793-1-1.mp3,這個小孩乖巧得很呢！,
5795,8090,1,哪會按呢？,Ná ē án-ne?,Ná ē án-ne?,5795-1-1.mp3,怎麼會這樣？,
5796,8091,1,你莫閣哭矣！,Lí mài koh khàu--ah!,Lí mài koh khàu--ah!,5796-1-1.mp3,你不要再哭了！,
5796,8092,1,哭無錢,khàu bô tsînn,khàu bô chîⁿ,5796-2-1.mp3,哭沒錢,
5797,8093,1,車咧哹哹叫。,Tshia teh pu-pu-kiò.,Chhia teh pu-pu-kiò.,5797-1-1.mp3,車子正在叭叭叫。,
5797,8094,1,遐有一台哹哹。,Hia ū tsi̍t tâi pu-pu.,Hia ū chi̍t tâi pu-pu.,5797-2-1.mp3,那裡有一輛車車。,
5798,8095,1,這塊肉哺袂爛。,Tsit tè bah pōo bē nuā.,Chit tè bah pō͘ bē nōa.,5798-1-1.mp3,這塊肉咬不爛。,
5799,8096,1,伊喙齒疼，哼規暝攏無睏。,"I tshuì-khí thiànn, hainn kui mê lóng bô khùn.","I chhùi-khí thiàⁿ, haiⁿ kui mê lóng bô khùn.",5799-1-1.mp3,他牙齒痛，呻吟了一整晚都沒睡。,
5799,8097,1,代誌過去就煞，莫閣哼矣啦！,"Tāi-tsì kuè--khì tō suah, mài koh hainn--ah--lah!","Tāi-chì kòe--khì tō soah, mài koh haiⁿ--ah--lah!",5799-2-1.mp3,事情過了就算了，別再抱怨了！,
5800,8098,1,哼！我才無愛佮你去咧！,Hngh! Guá tsiah bô ài kah lí khì--leh!,Hngh! Góa chiah bô ài kah lí khì--leh!,5800-1-1.mp3,哼！我才不要跟你去呢！,
5800,8099,1,哼？哪會按呢？,Hngh? Ná ē án-ne?,Hngh? Ná ē án-ne?,5800-2-1.mp3,咦？怎麼會這樣？,
5801,8100,1,伊予魚刺哽著。,I hōo hî-tshì kénn--tio̍h.,I hō͘ hî-chhì kéⁿ--tio̍h.,5801-1-1.mp3,他被魚刺哽住了。,
5802,8101,1,唅？你講啥？,Hannh? Lí kóng siannh?,Haⁿh? Lí kóng siaⁿh?,5802-1-1.mp3,啊？你說什麼？,
5803,8102,1,唉！真可惜。,Haih! Tsin khó-sioh.,Haih! Chin khó-sioh.,5803-1-1.mp3,唉！真可惜。,
5804,8103,1,共囡仔唔予伊睏。,Kā gín-á onn hōo i khùn.,Kā gín-á oⁿ hō͘ i khùn.,5804-1-1.mp3,把小孩哄入睡。,
5805,8104,1,唚喙䫌,tsim tshuì-phué,chim chhùi-phóe,5805-1-1.mp3,親臉頰,
5805,8104,2,相唚,sio-tsim,sio-chim,5805-1-2.mp3,接吻,
5808,8107,1,摒厝內,piànn tshù-lāi,piàⁿ chhù-lāi,5808-1-1.mp3,打掃家裡,
5808,8108,1,阿芬誠顧家，事事項項攏為厝內咧拍算。,"A-hun tsiânn kòo-ke, sū-sū-hāng-hāng lóng uī tshù-lāi teh phah-sǹg.","A-hun chiâⁿ kò͘-ke, sū-sū-hāng-hāng lóng ūi chhù-lāi teh phah-sǹg.",5808-2-1.mp3,阿芬很顧家，凡事都為家裡的人著想。,
5809,8110,1,你哪毋去食飯？,Lí ná m̄ khì tsia̍h-pn̄g?,Lí ná m̄ khì chia̍h-pn̄g?,5809-1-1.mp3,你為什麼不去吃飯？,
5811,8112,1,阮厝主做人真好。,Guán tshù-tsú tsò-lâng tsin hó.,Goán chhù-chú chò-lâng chin hó.,5811-1-1.mp3,我們的房東為人很好。,
5812,8113,1,我原本是蹛佇美國，尾仔才搬轉來臺灣。,"Guá guân-pún sī tuà tī Bí-kok, bué--á tsiah puann tńg-lâi Tâi-uân.","Góa goân-pún sī tòa tī Bí-kok, bóe--á chiah poaⁿ tńg-lâi Tâi-oân.",5812-1-1.mp3,我原先是住在美國，後來才搬回臺灣。,
5813,8114,1,哪未轉來？,Ná buē tńg--lâi?,Ná bōe tńg--lâi?,5813-1-1.mp3,為何還沒回家？,
5814,8115,1,這是古早厝的厝瓦。,Tse sī kóo-tsá-tshù ê tshù-hiā.,Che sī kó͘-chá-chhù ê chhù-hiā.,5814-1-1.mp3,這是老房子的屋瓦。,
5815,8116,1,物件原在囥佇遐，攏無徙位。,"Mi̍h-kiānn guân-tsāi khǹg tī hia, lóng bô suá-uī.","Mi̍h-kiāⁿ goân-chāi khǹg tī hia, lóng bô sóa-ūi.",5815-1-1.mp3,東西仍舊放在那裡，都沒移動。,
5818,8119,1,原早的路無蓋大條。,Guân-tsá ê lōo bô kài tuā tiâu.,Goân-chá ê lō͘ bô kài tōa tiâu.,5818-1-1.mp3,早先的道路沒有很寬大。,
5819,8120,1,物件用好，愛囥蹛原位。,"Mi̍h-kiānn īng hó, ài khǹg tuà guân-uī.","Mi̍h-kiāⁿ ēng hó, ài khǹg tòa goân-ūi.",5819-1-1.mp3,東西用好，要放回原位。,
5821,8122,1,彼个老奸連鞭就會現出原形矣！,Hit ê lāu-kan liâm-mi tō ē hiàn-tshut guân-hîng--ah!,Hit ê lāu-kan liâm-mi tō ē hiàn-chhut goân-hêng--ah!,5821-1-1.mp3,那個老奸巨猾的人馬上就會露出本性了！,
5823,8124,1,請你蹛厝角頭等我。,Tshiánn lí tuà tshù-kak-thâu tán--guá.,Chhiáⁿ lí tòa chhù-kak-thâu tán--góa.,5823-1-1.mp3,請你在房子旁邊等我。,
5824,8125,1,伊受著枉屈，才四界咧哭呻。,"I siū-tio̍h óng-khut, tsiah sì-kè teh khàu-tshan.","I siū-tio̍h óng-khut, chiah sì-kè teh khàu-chhan.",5824-1-1.mp3,他受到委屈，才四處訴苦。,
5824,8126,1,你莫閣佇遐咧哭呻矣。,Lí mài koh tī hia teh khàu-tshan--ah.,Lí mài koh tī hia teh khàu-chhan--ah.,5824-2-1.mp3,你別在那裡發牢騷了。,
5825,8127,1,伊原底是欲先讀冊，因為大學考無牢才去揣頭路。,"I guân-té sī beh sing tha̍k-tsheh, in-uī tāi-ha̍k khó bô tiâu tsiah khì tshuē thâu-lōo.","I goân-té sī beh seng tha̍k-chheh, in-ūi tāi-ha̍k khó bô tiâu chiah khì chhōe thâu-lō͘.",5825-1-1.mp3,他原本是要先讀書，是大學沒考上才去找工作。,
5826,8128,1,聽你咧哭爸，我就袂爽。,"Thiann lí teh khàu-pē, guá tō bē-sóng.","Thiaⁿ lí teh khàu-pē, góa tō bē-sóng.",5826-1-1.mp3,聽你叫苦，我就不爽。,
5826,8129,1,哭爸！我袂記得紮錢！,Khàu-pē! Guá bē-kì-tit tsah tsînn!,Khàu-pē! Góa bē-kì-tit chah chîⁿ!,5826-2-1.mp3,糟了！我忘記帶錢！,
5827,8130,1,你莫佇遐哭爸哭母。,Lí mài tī hia khàu-pē-khàu-bú.,Lí mài tī hia khàu-pē-khàu-bú.,5827-1-1.mp3,你別在那裡呼天搶地，吵吵嚷嚷的。,
5830,8133,1,你免佇遮哭枵，我無欲插你。,"Lí bián tī tsia khàu-iau, guá bô beh tshap--lí.","Lí bián tī chia khàu-iau, góa bô beh chhap--lí.",5830-1-1.mp3,你別在這兒無理取鬧，我不想理你。,
5830,8134,1,哭枵！無紮雨傘煞咧落雨。,Khàu-iau! Bô tsah hōo-suànn suah teh lo̍h-hōo.,Khàu-iau! Bô chah hō͘-sòaⁿ soah teh lo̍h-hō͘.,5830-2-1.mp3,糟糕！沒帶雨傘卻下起雨了。,
5832,8136,1,你莫佇遐哼哼叫，我聽甲足煩呢！,"Lí mài tī hia hainn-hainn-kiò, guá thiann kah tsiok huân--neh!","Lí mài tī hia haiⁿ-haiⁿ-kiò, góa thiaⁿ kah chiok hoân--neh!",5832-1-1.mp3,你不要在那邊哼哼叫，我聽得煩死了！,
5833,8137,1,嬰仔唔唔睏，一暝大一寸。,"Enn-á onn-onn-khùn, tsi̍t mê tuā tsi̍t tshùn.","Eⁿ-á oⁿ-oⁿ-khùn, chi̍t mê tōa chi̍t chhùn.",5833-1-1.mp3,小寶寶，快睡覺。睡得多，長得快。,
5834,8138,1,你講甲哩哩囉囉，我聽攏無！,"Lí kóng kah li-li-lo-lo, guá thiann lóng bô!","Lí kóng kah li-li-lo-lo, góa thiaⁿ lóng bô!",5834-1-1.mp3,你講得不清不楚，我都聽不懂！,
5837,8141,1,厝頂破甲遐大空，莫怪會漏雨。,"Tshù-tíng phuà kah hiah tuā khang, bo̍k-kuài ē lāu hōo.","Chhù-téng phòa kah hiah tōa khang, bo̍k-koài ē lāu hō͘.",5837-1-1.mp3,屋頂破了那麼大一個洞，難怪雨天會漏水。,
5839,8143,1,我明仔載就愛納厝稅矣。,Guá bîn-á-tsài tō ài la̍p tshù-suè--ah.,Góa bîn-á-chài tō ài la̍p chhù-sòe--ah.,5839-1-1.mp3,我明天就要交房租了。,
5840,8144,1,家己人哪著遮厚禮數？,Ka-kī-lâng ná-tio̍h tsiah kāu-lé-sòo?,Ka-kī-lâng ná-tio̍h chiah kāu-lé-sò͘?,5840-1-1.mp3,自己人何須多禮？,
5841,8145,1,嚨喉去予魚刺哽著。,Nâ-âu khì hōo hî-tshì kénn--tio̍h.,Nâ-âu khì hō͘ hî-chhì kéⁿ--tio̍h.,5841-1-1.mp3,喉嚨被魚刺哽到。,
5842,8146,1,哪會按呢？,Ná ē án-ne?,Ná ē án-ne?,5842-1-1.mp3,怎麼會這樣？,
5843,8147,1,好厝主拄著好厝跤。,Hó tshù-tsú tú-tio̍h hó tshù-kha.,Hó chhù-chú tú-tio̍h hó chhù-kha.,5843-1-1.mp3,好房東遇上好房客。,
5847,8151,1,請你原諒我！後擺我絕對會改進。,Tshiánn lí guân-liōng--guá! Āu-pái guá tsua̍t-tuì ē kái-tsìn.,Chhiáⁿ lí goân-liōng--góa! Āu-pái góa choa̍t-tùi ē kái-chìn.,5847-1-1.mp3,請你原諒我！下次我絕對會改進。,
5848,8152,1,遮原頭是墓仔埔，毋是這馬你所看著的學校。,"Tsia guân-thâu sī bōng-á-poo, m̄ sī tsit-má lí sóo khuànn--tio̍h ê ha̍k-hāu.","Chia goân-thâu sī bōng-á-po͘, m̄ sī chit-má lí só͘ khòaⁿ--tio̍h ê ha̍k-hāu.",5848-1-1.mp3,這裡原先是墓地，不是你現在所看到的學校。,
5848,8153,1,這馬原頭遐已經無貨矣。,Tsit-má guân-thâu hia í-king bô huè--ah.,Chit-má goân-thâu hia í-keng bô hòe--ah.,5848-2-1.mp3,現在產銷商那裡已經沒貨了。,
5849,8154,1,阮厝頭家人誠好，定定共阮鬥相共。,"Guán tshù-thâu-ke lâng tsiânn hó, tiānn-tiānn kā guán tàu-sann-kāng.","Goán chhù-thâu-ke lâng chiâⁿ hó, tiāⁿ-tiāⁿ kā goán tàu-saⁿ-kāng.",5849-1-1.mp3,我們房東人很好，常常幫忙我們。,
5850,8155,1,阮的厝邊攏誠好鬥陣。,Guán ê tshù-pinn lóng tsiânn hó tàu-tīn.,Goán ê chhù-piⁿ lóng chiâⁿ hó tàu-tīn.,5850-1-1.mp3,我們的鄰居們都很好相處。,
5850,8156,1,你莫佇阮厝邊燒物件。,Lí mài tī guán tshù-pinn sio mi̍h-kiānn.,Lí mài tī goán chhù-piⁿ sio mi̍h-kiāⁿ.,5850-2-1.mp3,你不要在我家旁邊燒東西。,
5851,8157,1,佇庄跤所在，厝邊頭尾的感情攏誠好。,"Tī tsng-kha sóo-tsāi, tshù-pinn-thâu-bué ê kám-tsîng lóng tsiânn hó.","Tī chng-kha só͘-chāi, chhù-piⁿ-thâu-bóe ê kám-chêng lóng chiâⁿ hó.",5851-1-1.mp3,在鄉下地方，左鄰右舍的感情都很好。,
5852,8158,1,伊自少年的時就真匪類矣。,I tsū siàu-liân ê sî tō tsin huí-luī--ah.,I chū siàu-liân ê sî tō chin húi-lūi--ah.,5852-1-1.mp3,他從年少時就不學好了。,
5852,8159,1,你實在真匪類，物件猶未歹就想欲擲掉。,"Lí si̍t-tsāi tsin huí-luī, mi̍h-kiānn iáu-buē pháinn tō siūnn-beh tàn-tiāu.","Lí si̍t-chāi chin húi-lūi, mi̍h-kiāⁿ iáu-bōe pháiⁿ tō siūⁿ-beh tàn-tiāu.",5852-2-1.mp3,你真的很浪費，東西還沒壞就想丟掉。,
5853,8160,1,哎唷！你莫按呢啦！,Aih--ioh! Lí mài án-ne--lah!,Aih--ioh! Lí mài án-ne--lah!,5853-1-1.mp3,哎唷！你不要這樣啦！,
5854,8161,1,一垺屎,tsi̍t pû sái,chi̍t pû sái,5854-1-1.mp3,一堆糞便,
5854,8161,2,一垺草,tsi̍t pû tsháu,chi̍t pû chháu,5854-1-2.mp3,一堆草,
5855,8162,1,隱姓埋名,ún sìng bâi bîng,ún sèng bâi bêng,5855-1-1.mp3,隱姓埋名,
5856,8163,1,埋死人,tâi sí-lâng,tâi sí-lâng,5856-1-1.mp3,埋葬死人,
5856,8164,1,埋地雷,tâi tē-luî,tâi tē-lûi,5856-2-1.mp3,埋地雷,
5857,8165,1,草埔,tsháu-poo,chháu-po͘,5857-1-1.mp3,草原,
5857,8165,2,溪埔,khe-poo,khe-po͘,5857-1-2.mp3,河邊沙地,
5858,8166,1,稻埕,tiū-tiânn,tiū-tiâⁿ,5858-1-1.mp3,晒穀場,
5858,8166,2,門口埕,mn̂g-kháu-tiânn,mn̂g-kháu-tiâⁿ,5858-1-2.mp3,門口庭院,
5858,8166,3,廟埕,biō-tiânn,biō-tiâⁿ,5858-1-3.mp3,廟口庭院,
5859,8167,1,夏季,hā-kuì,hā-kùi,5859-1-1.mp3,夏季,
5859,8167,2,夏令營,hā-līng-iânn,hā-lēng-iâⁿ,5859-1-2.mp3,夏令營,
5860,8170,1,規套的冊,kui thò ê tsheh,kui thò ê chheh,5860-1-1.mp3,成套的書,
5860,8171,1,用橐仔共葡萄套起來。,Iōng lok-á kā phû-tô thò--khí-lâi.,Iōng lok-á kā phû-tô thò--khí-lâi.,5860-2-1.mp3,用袋子把葡萄套起來。,
5860,8172,1,無，你是咧套我的話是毋？,"Bô, lí sī teh thò guá ê uē sī--m̄?","Bô, lí sī teh thò góa ê ōe sī--m̄?",5860-3-1.mp3,你是在套我的話是吧？,
5860,8173,1,一切攏是恁套好的！,It-tshè lóng sī lín thò-hó--ê!,It-chhè lóng sī lín thò-hó--ê!,5860-4-1.mp3,一切都是你們串通安排好的！,
5860,8174,1,筆套,pit-thò,pit-thò,5860-5-1.mp3,筆套,
5860,8174,2,冊套,tsheh-thò,chheh-thò,5860-5-2.mp3,書套,
5860,8174,3,外套,guā-thò,gōa-thò,5860-5-3.mp3,外套,
5860,8175,1,教語言伊有一套。,Kà gí-giân i ū tsi̍t thò.,Kà gí-giân i ū chi̍t thò.,5860-6-1.mp3,他對教語言有一套。,
5861,8176,1,阿娘,a-niâ,a-niâ,5861-1-1.mp3,媽,
5862,8177,1,娘嬭,niû-lé,niû-lé,5862-1-1.mp3,母親,
5862,8178,1,阿娘仔,a-niû-á,a-niû-á,5862-2-1.mp3,稱呼小姐,
5862,8179,1,媽祖娘娘,Má-tsóo-niû-niû,Má-chó͘-niû-niû,5862-3-1.mp3,媽祖娘娘,
5864,8181,1,伊佇埕斗咧掃塗跤。,I tī tiânn-táu teh sàu thôo-kha.,I tī tiâⁿ-táu teh sàu thô͘-kha.,5864-1-1.mp3,他在院子裡掃地。,
5865,8183,1,阮娘仔人誠好。,Guán niû-á lâng tsiânn hó.,Goán niû-á lâng chiâⁿ hó.,5865-2-1.mp3,我家小姐人很好。,
5865,8184,1,彼个小娘仔真有我的緣。,Hit ê sió-niû-á tsin ū guá ê iân.,Hit ê sió-niû-á chin ū góa ê iân.,5865-3-1.mp3,那個小姑娘很得我的緣。,
5865,8185,1,我是共阮娘仔惜命命。,Guá sī kā guán niû-á sioh-miā-miā.,Góa sī kā goán niû-á sioh-miā-miā.,5865-4-1.mp3,我可是非常疼愛我妻子的。,
5865,8186,1,阮心內彼个娘仔是無人通比並的。,Guán sim-lāi hit ê niû-á sī bô lâng thang pí-phīng--ê.,Goán sim-lāi hit ê niû-á sī bô lâng thang pí-phēng--ê.,5865-5-1.mp3,我心裡那個意中人，是沒人可以比得上的。,
5872,8193,1,正宮娘娘,tsiànn-king niû-niû,chiàⁿ-keng niû-niû,5872-1-1.mp3,皇后,
5872,8194,1,註生娘娘,Tsù-senn-niû-niû,Chù-seⁿ-niû-niû,5872-2-1.mp3,註生娘娘,
5874,8196,1,伊厝裡閣有一个老娘嬭。,I tshù--lí koh ū tsi̍t ê lāu niû-lé.,I chhù--lí koh ū chi̍t ê lāu niû-lé.,5874-1-1.mp3,他家裡還有一個老母親。,
5875,8197,1,乖孫，過來阿媽遮。,"Kuai sun, kuè-lâi a-má tsia.","Koai sun, kòe-lâi a-má chia.",5875-1-1.mp3,乖孫子呀，過來奶奶這邊。,
5876,8199,1,媽祖宮,Má-tsóo-king,Má-chó͘-keng,5876-1-1.mp3,媽祖廟,
5877,8200,1,白宮,Pi̍k-kiong,Pe̍k-kiong,5877-1-1.mp3,白宮,
5878,8201,1,你毋通害人。,Lí m̄-thang hāi--lâng.,Lí m̄-thang hāi--lâng.,5878-1-1.mp3,你不要害人。,
5878,8201,2,陷害,hām-hāi,hām-hāi,5878-1-2.mp3,陷害,
5878,8202,1,我的手機仔害去矣。,Guá ê tshiú-ki-á hāi--khì--ah.,Góa ê chhiú-ki-á hāi--khì--ah.,5878-2-1.mp3,我的手機壞掉了。,
5878,8203,1,害矣啦！代誌煏空矣啦！,Hāi--ah--lah! Tāi-tsì piak-khang--ah--lah!,Hāi--ah--lah! Tāi-chì piak-khang--ah--lah!,5878-3-1.mp3,糟了啦！事情出紕漏了啦！,
5878,8204,1,這个囡仔真害，宿題攏毋捌準時交。,"Tsit ê gín-á tsin hāi, siok-tê lóng m̄ bat tsún-sî kau.","Chit ê gín-á chin hāi, siok-tê lóng m̄ bat chún-sî kau.",5878-4-1.mp3,這個小孩很糟糕，作業從不準時繳交。,
5879,8205,1,成家立業,sîng-ka-li̍p-gia̍p,sêng-ka-li̍p-gia̍p,5879-1-1.mp3,成家立業,
5879,8206,1,家父,ka-hū,ka-hū,5879-2-1.mp3,家父,
5879,8206,2,家兄,ka-hing,ka-heng,5879-2-2.mp3,家兄,
5879,8207,1,音樂家,im-ga̍k-ka,im-ga̍k-ka,5879-3-1.mp3,音樂家,
5879,8208,1,家事,ka-sū,ka-sū,5879-4-1.mp3,家務事,
5879,8208,2,家教,ka-kàu,ka-kàu,5879-4-2.mp3,家庭教育,
5879,8209,1,商家,siong-ka,siong-ka,5879-5-1.mp3,商家,
5879,8209,2,酒家,tsiú-ka,chiú-ka,5879-5-2.mp3,酒家,
5879,8210,1,道家,Tō-ka,Tō-ka,5879-6-1.mp3,道家,
5879,8210,2,佛家,Hu̍t-ka,Hu̍t-ka,5879-6-2.mp3,佛家,
5880,8211,1,有家有後,ū-ke-ū-āu,ū-ke-ū-āu,5880-1-1.mp3,有家庭的人,
5880,8212,1,一家四个人。,Tsi̍t ke sì ê lâng.,Chi̍t ke sì ê lâng.,5880-2-1.mp3,一家四個人。,
5881,8213,1,容允,iông-ín,iông-ín,5881-1-1.mp3,允許,
5881,8214,1,面容,bīn-iông,bīn-iông,5881-2-1.mp3,面容,
5882,8215,1,射箭,siā-tsìnn,siā-chìⁿ,5882-1-1.mp3,射箭,
5882,8215,2,射出去,siā--tshut-khì,siā--chhut-khì,5882-1-2.mp3,射出去,
5882,8216,1,葡萄射,phû-tô-siā,phû-tô-siā,5882-2-1.mp3,葡萄糖針劑,
5883,8217,1,鋸屑,kì-sut,kì-sut,5883-1-1.mp3,鋸木頭的木屑,
5883,8217,2,肉屑,bah-sut,bah-sut,5883-1-2.mp3,肉屑,
5883,8217,3,柴屑,tshâ-sut,chhâ-sut,5883-1-3.mp3,木屑,
5884,8218,1,伊閣咧展矣。,I koh teh tián--ah.,I koh teh tián--ah.,5884-1-1.mp3,他又在誇耀了。,
5884,8219,1,展覽,tián-lám,tián-lám,5884-2-1.mp3,展覽,
5884,8220,1,目睭展開。,Ba̍k-tsiu tián--khui.,Ba̍k-chiu tián--khui.,5884-3-1.mp3,眼睛睜開。,
5885,8221,1,共這塊布展開曝曝咧。,Kā tsit tè pòo thián--khui pha̍k-pha̍k--leh.,Kā chit tè pò͘ thián--khui pha̍k-pha̍k--leh.,5885-1-1.mp3,把這塊布攤開曬一曬。,
5885,8222,1,目睭展開。,Ba̍k-tsiu thián--khui.,Ba̍k-chiu thián--khui.,5885-2-1.mp3,眼睛睜開。,
5885,8222,2,展開雨傘,thián-khui hōo-suànn,thián-khui hō͘-sòaⁿ,5885-2-2.mp3,展開雨傘,
5885,8222,3,展翼,thián-si̍t,thián-si̍t,5885-2-3.mp3,展翅,
5886,8223,1,屘叔,ban-tsik,ban-chek,5886-1-1.mp3,小叔叔,
5886,8223,2,屘囝,ban-kiánn,ban-kiáⁿ,5886-1-2.mp3,小兒子,
5886,8223,3,屘查某囝,ban-tsa-bóo-kiánn,ban-cha-bó͘-kiáⁿ,5886-1-3.mp3,小女兒,
5887,8224,1,海島,hái-tó,hái-tó,5887-1-1.mp3,海島,
5887,8224,2,火山島,hué-suann-tó,hóe-soaⁿ-tó,5887-1-2.mp3,火山島,
5887,8224,3,臺灣是一个真大的島。,Tâi-uân sī tsi̍t ê tsin tuā ê tó.,Tâi-oân sī chi̍t ê chin tōa ê tó.,5887-1-3.mp3,臺灣是一個很大的島嶼。,
5888,8225,1,桌崁,toh-khàm,toh-khàm,5888-1-1.mp3,桌罩,
5888,8226,1,崁起來,khàm--khí-lâi,khàm--khí-lâi,5888-2-1.mp3,蓋起來,
5888,8226,2,崁蓋,khàm-kuà,khàm-kòa,5888-2-2.mp3,蓋蓋子,
5888,8227,1,瞞崁,muâ-khàm,môa-khàm,5888-3-1.mp3,隱瞞,
5888,8228,1,崁印,khàm-ìn,khàm-ìn,5888-4-1.mp3,蓋章,
5888,8229,1,崁跤,khàm-kha,khàm-kha,5888-5-1.mp3,斷崖之下,
5888,8229,2,山崁,suann-khàm,soaⁿ-khàm,5888-5-2.mp3,山崖,
5890,8231,1,差無偌濟。,Tsha bô guā-tsē.,Chha bô gōa-chē.,5890-1-1.mp3,差別不大。,
5890,8232,1,跤步踏差啥人無？,Kha-pōo ta̍h tsha siánn-lâng bô?,Kha-pō͘ ta̍h chha siáⁿ-lâng bô?,5890-2-1.mp3,誰沒有踏錯過步伐？比喻人都會有失誤的時候。,
5890,8233,1,品質差，賣無價。,"Phín-tsit tsha, bē bô kè.","Phín-chit chha, bē bô kè.",5890-3-1.mp3,品質差，賣不到好價錢。,
5890,8234,1,猶差偌濟？,iáu tsha guā-tsē?,iáu chha gōa-chē?,5890-4-1.mp3,還差多少？,
5890,8234,2,猶差五百。,iáu tsha gōo-pah.,iáu chha gō͘-pah.,5890-4-2.mp3,還差五百。,
5890,8235,1,藥仔食了有較差無？,Io̍h-á tsia̍h liáu ū khah tsha--bô?,Io̍h-á chia̍h liáu ū khah chha--bô?,5890-5-1.mp3,藥吃了有沒有起色？,
5890,8235,2,藥仔食落去有較差。,Io̍h-á tsia̍h--lo̍h-khì ū khah tsha.,Io̍h-á chia̍h--lo̍h-khì ū khah chha.,5890-5-2.mp3,藥吃了稍微有起色。,
5891,8236,1,差豬差狗，不如家己走。,"Tshe ti tshe káu, put-jû ka-kī tsáu.","Chhe ti chhe káu, put-jû ka-kī cháu.",5891-1-1.mp3,使喚豬派遣狗，還不如自己去做。比喻求人不如求己。,
5892,8237,1,總舖師,tsóng-phòo-sai,chóng-phò͘-sai,5892-1-1.mp3,廚師,
5892,8237,2,木匠師,ba̍k-tshiūnn-sai,ba̍k-chhiūⁿ-sai,5892-1-2.mp3,木工師傅,
5892,8237,3,拍石師,phah-tsio̍h-sai,phah-chio̍h-sai,5892-1-3.mp3,鑿石師傅,
5893,8238,1,醫師,i-su,i-su,5893-1-1.mp3,醫師,
5893,8238,2,工程師,kang-tîng-su,kang-têng-su,5893-1-2.mp3,工程師,
5893,8238,3,會計師,kuè-kè-su,kòe-kè-su,5893-1-3.mp3,會計師,
5894,8239,1,出席,tshut-si̍k,chhut-se̍k,5894-1-1.mp3,出席,
5894,8239,2,退席,thè-si̍k,thè-se̍k,5894-1-2.mp3,退席,
5894,8240,1,酒席,tsiú-si̍k,chiú-se̍k,5894-2-1.mp3,酒宴,
5894,8240,2,宴席,iàn-si̍k,iàn-se̍k,5894-2-2.mp3,宴會,
5895,8242,1,一座山,tsi̍t tsō suann,chi̍t chō soaⁿ,5895-1-1.mp3,一座山,
5895,8242,2,一座城,tsi̍t tsō siânn,chi̍t chō siâⁿ,5895-1-2.mp3,一座城,
5895,8243,1,四人座,sì lâng tsō,sì lâng chō,5895-2-1.mp3,四人座,
5896,8244,1,金庫,kim-khòo,kim-khò͘,5896-1-1.mp3,金庫,
5897,8245,1,遮痠遐疼，我身軀已經規組害了了矣。,"Tsia sng hia thiànn, guá sin-khu í-king kui tsoo hāi-liáu-liáu--ah.","Chia sng hia thiàⁿ, góa sin-khu í-keng kui cho͘ hāi-liáu-liáu--ah.",5897-1-1.mp3,這裡痠那裡痛，我全身的器官都快壞光了。,
5899,8247,1,是毋是，罵家己。,"Sī m̄ sī, mē ka-kī.","Sī m̄ sī, mē ka-kī.",5899-1-1.mp3,不管對不對，先自我責備一番。即嚴以律己。,
5900,8248,1,逐家攏是家己人，就莫計較遐濟矣。,"Ta̍k-ke lóng sī ka-kī-lâng, tō mài kè-kàu hiah tsē--ah.","Ta̍k-ke lóng sī ka-kī-lâng, tō mài kè-kàu hiah chē--ah.",5900-1-1.mp3,大家都是自己人，就別計較那麼多了。,
5901,8249,1,就我所知，伊無可能容允你烏白來。,"Tsiū guá sóo tsai, i bô khó-lîng iông-ín lí oo-pe̍h-lâi.","Chiū góa só͘ chai, i bô khó-lêng iông-ín lí o͘-pe̍h-lâi.",5901-1-1.mp3,就我所知，他不可能容許你亂來。,
5902,8250,1,阮兩个差不多平懸。,Guán nn̄g ê tsha-put-to pênn kuân.,Goán nn̄g ê chha-put-to pêⁿ koân.,5902-1-1.mp3,我們兩個人差不多一樣高。,
5902,8251,1,你嘛較差不多咧！,Lí mā khah tsha-put-to--leh!,Lí mā khah chha-put-to--leh!,5902-2-1.mp3,你也節制一下嘛！,
5902,8252,1,伊咧講啥物，我差不多攏聽無。,"I teh kóng siánn-mih, guá tsha-put-to lóng thiann-bô.","I teh kóng siáⁿ-mih, góa chha-put-to lóng thiaⁿ-bô.",5902-3-1.mp3,他在說什麼，我幾乎都聽不懂。,
5904,8255,1,阮兩个孫仔生做有夠古錐。,Guán nn̄g ê sun-á senn-tsò ū-kàu kóo-tsui.,Goán nn̄g ê sun-á seⁿ-chò ū-kàu kó͘-chui.,5904-1-1.mp3,我的兩個孫子長得很可愛。,
5904,8256,1,阮孫仔後個月欲娶，阮阿嫂足歡喜的。,"Guán sun-á āu kò gue̍h beh tshuā, guán a-só tsiok huann-hí--ê.","Goán sun-á āu kò goe̍h beh chhōa, goán a-só chiok hoaⁿ-hí--ê.",5904-2-1.mp3,我姪子下個月要成親，我嫂嫂很高興。,
